"","orig.ident","nCount_RNA","nFeature_RNA","STIM","SAMP","PND"
"59#24#94_9","SeuratProject",271,25,"pbs","AR015","P5"
"59#39#14_9","SeuratProject",1202,33,"pbs","AR015","P5"
"59#65#72_9","SeuratProject",672,34,"pbs","AR015","P5"
"59#72#10_9","SeuratProject",1076,37,"pbs","AR015","P5"
"59#73#12_9","SeuratProject",403,32,"pbs","AR015","P5"
"59#78#70_9","SeuratProject",205,27,"pbs","AR015","P5"
"59#89#2_9","SeuratProject",233,28,"pbs","AR015","P5"
"6#12#63_9","SeuratProject",316,27,"pbs","AR015","P5"
"6#17#16_9","SeuratProject",449,34,"pbs","AR015","P5"
"6#3#36_9","SeuratProject",499,34,"pbs","AR015","P5"
"6#44#78_9","SeuratProject",1815,40,"pbs","AR015","P5"
"6#65#34_9","SeuratProject",258,21,"pbs","AR015","P5"
"60#14#11_9","SeuratProject",94,20,"pbs","AR015","P5"
"60#23#35_9","SeuratProject",499,31,"pbs","AR015","P5"
"60#24#66_9","SeuratProject",199,28,"pbs","AR015","P5"
"60#28#80_9","SeuratProject",99,22,"pbs","AR015","P5"
"60#51#64_9","SeuratProject",193,30,"pbs","AR015","P5"
"60#61#75_9","SeuratProject",443,30,"pbs","AR015","P5"
"60#69#17_9","SeuratProject",451,33,"pbs","AR015","P5"
"60#71#68_9","SeuratProject",436,30,"pbs","AR015","P5"
"61#14#36_9","SeuratProject",1803,37,"pbs","AR015","P5"
"61#2#84_9","SeuratProject",410,29,"pbs","AR015","P5"
"61#3#78_9","SeuratProject",3918,42,"pbs","AR015","P5"
"61#45#65_9","SeuratProject",379,28,"pbs","AR015","P5"
"61#49#12_9","SeuratProject",517,31,"pbs","AR015","P5"
"62#4#10_9","SeuratProject",241,25,"pbs","AR015","P5"
"62#54#32_9","SeuratProject",2081,39,"pbs","AR015","P5"
"63#1#81_9","SeuratProject",642,34,"pbs","AR015","P5"
"63#18#68_9","SeuratProject",264,26,"pbs","AR015","P5"
"63#2#70_9","SeuratProject",328,31,"pbs","AR015","P5"
"63#35#15_9","SeuratProject",639,34,"pbs","AR015","P5"
"63#39#24_9","SeuratProject",347,27,"pbs","AR015","P5"
"63#50#55_9","SeuratProject",142,24,"pbs","AR015","P5"
"63#59#50_9","SeuratProject",642,35,"pbs","AR015","P5"
"63#63#25_9","SeuratProject",178,23,"pbs","AR015","P5"
"63#63#28_9","SeuratProject",665,39,"pbs","AR015","P5"
"63#63#64_9","SeuratProject",1738,40,"pbs","AR015","P5"
"63#8#68_9","SeuratProject",381,27,"pbs","AR015","P5"
"63#89#1_9","SeuratProject",200,28,"pbs","AR015","P5"
"63#89#33_9","SeuratProject",512,35,"pbs","AR015","P5"
"64#1#33_9","SeuratProject",1099,37,"pbs","AR015","P5"
"64#13#71_9","SeuratProject",220,23,"pbs","AR015","P5"
"64#25#43_9","SeuratProject",220,27,"pbs","AR015","P5"
"64#36#15_9","SeuratProject",754,35,"pbs","AR015","P5"
"64#66#18_9","SeuratProject",782,36,"pbs","AR015","P5"
"64#81#27_9","SeuratProject",1606,36,"pbs","AR015","P5"
"64#91#24_9","SeuratProject",199,26,"pbs","AR015","P5"
"65#13#35_9","SeuratProject",408,28,"pbs","AR015","P5"
"65#16#37_9","SeuratProject",428,31,"pbs","AR015","P5"
"65#34#18_9","SeuratProject",964,36,"pbs","AR015","P5"
"65#63#83_9","SeuratProject",702,33,"pbs","AR015","P5"
"65#85#36_9","SeuratProject",411,33,"pbs","AR015","P5"
"65#89#58_9","SeuratProject",147,25,"pbs","AR015","P5"
"66#2#71_9","SeuratProject",733,35,"pbs","AR015","P5"
"66#20#81_9","SeuratProject",806,38,"pbs","AR015","P5"
"66#39#29_9","SeuratProject",278,34,"pbs","AR015","P5"
"66#53#13_9","SeuratProject",370,28,"pbs","AR015","P5"
"66#95#85_9","SeuratProject",837,36,"pbs","AR015","P5"
"67#2#50_9","SeuratProject",259,28,"pbs","AR015","P5"
"67#35#82_9","SeuratProject",400,29,"pbs","AR015","P5"
"67#64#9_9","SeuratProject",249,25,"pbs","AR015","P5"
"67#81#70_9","SeuratProject",335,30,"pbs","AR015","P5"
"67#83#63_9","SeuratProject",147,22,"pbs","AR015","P5"
"68#17#42_9","SeuratProject",1200,35,"pbs","AR015","P5"
"68#18#36_9","SeuratProject",2085,39,"pbs","AR015","P5"
"68#39#58_9","SeuratProject",697,32,"pbs","AR015","P5"
"68#4#28_9","SeuratProject",2061,36,"pbs","AR015","P5"
"68#70#73_9","SeuratProject",530,35,"pbs","AR015","P5"
"68#77#2_9","SeuratProject",1037,39,"pbs","AR015","P5"
"69#20#15_9","SeuratProject",379,31,"pbs","AR015","P5"
"69#25#45_9","SeuratProject",965,39,"pbs","AR015","P5"
"69#28#87_9","SeuratProject",1489,35,"pbs","AR015","P5"
"69#52#1_9","SeuratProject",1685,36,"pbs","AR015","P5"
"7#10#26_9","SeuratProject",1377,36,"pbs","AR015","P5"
"7#29#48_9","SeuratProject",401,30,"pbs","AR015","P5"
"7#57#83_9","SeuratProject",485,35,"pbs","AR015","P5"
"7#58#69_9","SeuratProject",331,29,"pbs","AR015","P5"
"7#81#49_9","SeuratProject",469,31,"pbs","AR015","P5"
"7#86#1_9","SeuratProject",1763,39,"pbs","AR015","P5"
"7#93#30_9","SeuratProject",1583,35,"pbs","AR015","P5"
"7#95#66_9","SeuratProject",314,29,"pbs","AR015","P5"
"7#95#68_9","SeuratProject",2432,39,"pbs","AR015","P5"
"70#13#3_9","SeuratProject",3451,41,"pbs","AR015","P5"
"70#13#7_9","SeuratProject",1799,37,"pbs","AR015","P5"
"70#17#67_9","SeuratProject",325,30,"pbs","AR015","P5"
"70#23#7_9","SeuratProject",338,30,"pbs","AR015","P5"
"70#25#79_9","SeuratProject",876,36,"pbs","AR015","P5"
"70#42#67_9","SeuratProject",479,35,"pbs","AR015","P5"
"70#57#7_9","SeuratProject",250,25,"pbs","AR015","P5"
"70#96#12_9","SeuratProject",422,32,"pbs","AR015","P5"
"71#1#43_9","SeuratProject",266,27,"pbs","AR015","P5"
"71#22#53_9","SeuratProject",316,25,"pbs","AR015","P5"
"71#44#27_9","SeuratProject",1787,39,"pbs","AR015","P5"
"71#58#56_9","SeuratProject",136,25,"pbs","AR015","P5"
"71#63#45_9","SeuratProject",1790,38,"pbs","AR015","P5"
"71#66#33_9","SeuratProject",623,32,"pbs","AR015","P5"
"71#83#86_9","SeuratProject",159,20,"pbs","AR015","P5"
"72#16#26_9","SeuratProject",288,28,"pbs","AR015","P5"
"72#37#11_9","SeuratProject",2189,38,"pbs","AR015","P5"
"72#38#49_9","SeuratProject",597,35,"pbs","AR015","P5"
"72#42#89_9","SeuratProject",149,24,"pbs","AR015","P5"
"72#43#23_9","SeuratProject",1029,34,"pbs","AR015","P5"
"72#43#74_9","SeuratProject",1517,38,"pbs","AR015","P5"
"72#62#17_9","SeuratProject",256,29,"pbs","AR015","P5"
"72#86#39_9","SeuratProject",679,30,"pbs","AR015","P5"
"72#9#79_9","SeuratProject",355,30,"pbs","AR015","P5"
"73#13#41_9","SeuratProject",1481,37,"pbs","AR015","P5"
"73#68#26_9","SeuratProject",1051,33,"pbs","AR015","P5"
"73#73#47_9","SeuratProject",269,27,"pbs","AR015","P5"
"73#77#10_9","SeuratProject",370,24,"pbs","AR015","P5"
"73#79#22_9","SeuratProject",384,29,"pbs","AR015","P5"
"73#84#77_9","SeuratProject",342,29,"pbs","AR015","P5"
"73#92#21_9","SeuratProject",1217,36,"pbs","AR015","P5"
"74#25#13_9","SeuratProject",374,32,"pbs","AR015","P5"
"74#28#59_9","SeuratProject",2406,38,"pbs","AR015","P5"
"74#35#1_9","SeuratProject",684,35,"pbs","AR015","P5"
"74#40#18_9","SeuratProject",213,25,"pbs","AR015","P5"
"74#47#9_9","SeuratProject",118,25,"pbs","AR015","P5"
"74#58#11_9","SeuratProject",2680,26,"pbs","AR015","P5"
"74#58#66_9","SeuratProject",189,24,"pbs","AR015","P5"
"74#6#13_9","SeuratProject",530,33,"pbs","AR015","P5"
"74#62#29_9","SeuratProject",1555,39,"pbs","AR015","P5"
"75#19#3_9","SeuratProject",1175,35,"pbs","AR015","P5"
"75#20#10_9","SeuratProject",1541,37,"pbs","AR015","P5"
"75#27#36_9","SeuratProject",577,28,"pbs","AR015","P5"
"75#4#34_9","SeuratProject",591,31,"pbs","AR015","P5"
"75#42#67_9","SeuratProject",139,21,"pbs","AR015","P5"
"75#57#89_9","SeuratProject",370,30,"pbs","AR015","P5"
"75#71#45_9","SeuratProject",211,27,"pbs","AR015","P5"
"75#73#72_9","SeuratProject",678,36,"pbs","AR015","P5"
"75#91#53_9","SeuratProject",353,32,"pbs","AR015","P5"
"76#24#21_9","SeuratProject",345,28,"pbs","AR015","P5"
"76#33#18_9","SeuratProject",382,32,"pbs","AR015","P5"
"76#90#67_9","SeuratProject",298,26,"pbs","AR015","P5"
"77#1#42_9","SeuratProject",380,27,"pbs","AR015","P5"
"77#10#18_9","SeuratProject",327,29,"pbs","AR015","P5"
"77#16#55_9","SeuratProject",536,30,"pbs","AR015","P5"
"77#32#85_9","SeuratProject",525,34,"pbs","AR015","P5"
"77#51#74_9","SeuratProject",180,28,"pbs","AR015","P5"
"77#56#69_9","SeuratProject",326,30,"pbs","AR015","P5"
"77#79#15_9","SeuratProject",180,24,"pbs","AR015","P5"
"77#9#91_9","SeuratProject",133,26,"pbs","AR015","P5"
"78#16#24_9","SeuratProject",169,25,"pbs","AR015","P5"
"78#34#43_9","SeuratProject",143,26,"pbs","AR015","P5"
"78#40#28_9","SeuratProject",227,29,"pbs","AR015","P5"
"78#42#63_9","SeuratProject",411,30,"pbs","AR015","P5"
"78#43#30_9","SeuratProject",233,28,"pbs","AR015","P5"
"78#44#27_9","SeuratProject",240,26,"pbs","AR015","P5"
"78#44#90_9","SeuratProject",123,21,"pbs","AR015","P5"
"78#54#7_9","SeuratProject",174,28,"pbs","AR015","P5"
"78#64#11_9","SeuratProject",573,30,"pbs","AR015","P5"
"78#88#74_9","SeuratProject",1838,39,"pbs","AR015","P5"
"79#13#20_9","SeuratProject",595,31,"pbs","AR015","P5"
"79#21#32_9","SeuratProject",149,24,"pbs","AR015","P5"
"79#28#29_9","SeuratProject",1176,33,"pbs","AR015","P5"
"79#28#35_9","SeuratProject",726,36,"pbs","AR015","P5"
"79#28#70_9","SeuratProject",565,36,"pbs","AR015","P5"
"79#33#51_9","SeuratProject",1093,36,"pbs","AR015","P5"
"79#40#93_9","SeuratProject",527,33,"pbs","AR015","P5"
"79#44#38_9","SeuratProject",1244,36,"pbs","AR015","P5"
"79#45#21_9","SeuratProject",4015,43,"pbs","AR015","P5"
"79#46#2_9","SeuratProject",1642,40,"pbs","AR015","P5"
"79#54#3_9","SeuratProject",292,31,"pbs","AR015","P5"
"79#58#1_9","SeuratProject",491,34,"pbs","AR015","P5"
"79#58#3_9","SeuratProject",916,37,"pbs","AR015","P5"
"79#62#34_9","SeuratProject",1286,34,"pbs","AR015","P5"
"79#66#45_9","SeuratProject",505,31,"pbs","AR015","P5"
"79#73#69_9","SeuratProject",944,34,"pbs","AR015","P5"
"79#75#45_9","SeuratProject",1642,38,"pbs","AR015","P5"
"8#17#14_9","SeuratProject",393,32,"pbs","AR015","P5"
"8#23#92_9","SeuratProject",592,32,"pbs","AR015","P5"
"8#3#68_9","SeuratProject",1126,36,"pbs","AR015","P5"
"8#45#77_9","SeuratProject",449,31,"pbs","AR015","P5"
"8#49#18_9","SeuratProject",194,22,"pbs","AR015","P5"
"8#56#86_9","SeuratProject",432,33,"pbs","AR015","P5"
"80#10#77_9","SeuratProject",190,29,"pbs","AR015","P5"
"80#36#80_9","SeuratProject",162,18,"pbs","AR015","P5"
"80#67#72_9","SeuratProject",409,28,"pbs","AR015","P5"
"80#7#57_9","SeuratProject",1806,34,"pbs","AR015","P5"
"80#82#62_9","SeuratProject",207,28,"pbs","AR015","P5"
"80#84#51_9","SeuratProject",272,33,"pbs","AR015","P5"
"80#95#21_9","SeuratProject",1282,41,"pbs","AR015","P5"
"80#96#43_9","SeuratProject",203,26,"pbs","AR015","P5"
"81#12#49_9","SeuratProject",257,28,"pbs","AR015","P5"
"81#18#24_9","SeuratProject",504,31,"pbs","AR015","P5"
"81#26#4_9","SeuratProject",159,22,"pbs","AR015","P5"
"81#28#69_9","SeuratProject",340,30,"pbs","AR015","P5"
"81#32#88_9","SeuratProject",270,30,"pbs","AR015","P5"
"81#46#28_9","SeuratProject",1731,32,"pbs","AR015","P5"
"81#59#53_9","SeuratProject",152,27,"pbs","AR015","P5"
"82#16#20_9","SeuratProject",219,32,"pbs","AR015","P5"
"82#2#80_9","SeuratProject",169,23,"pbs","AR015","P5"
"82#25#86_9","SeuratProject",828,34,"pbs","AR015","P5"
"82#32#53_9","SeuratProject",566,34,"pbs","AR015","P5"
"82#35#30_9","SeuratProject",1967,40,"pbs","AR015","P5"
"82#44#64_9","SeuratProject",779,33,"pbs","AR015","P5"
"82#49#20_9","SeuratProject",269,32,"pbs","AR015","P5"
"82#52#22_9","SeuratProject",168,25,"pbs","AR015","P5"
"82#54#27_9","SeuratProject",314,32,"pbs","AR015","P5"
"82#58#74_9","SeuratProject",486,30,"pbs","AR015","P5"
"82#59#65_9","SeuratProject",350,29,"pbs","AR015","P5"
"83#16#49_9","SeuratProject",215,27,"pbs","AR015","P5"
"83#2#3_9","SeuratProject",542,37,"pbs","AR015","P5"
"83#25#80_9","SeuratProject",1902,42,"pbs","AR015","P5"
"83#42#21_9","SeuratProject",396,33,"pbs","AR015","P5"
"83#43#46_9","SeuratProject",2255,38,"pbs","AR015","P5"
"83#50#17_9","SeuratProject",275,28,"pbs","AR015","P5"
"83#76#29_9","SeuratProject",3282,39,"pbs","AR015","P5"
"84#24#37_9","SeuratProject",429,38,"pbs","AR015","P5"
"84#36#63_9","SeuratProject",489,35,"pbs","AR015","P5"
"84#44#57_9","SeuratProject",1890,39,"pbs","AR015","P5"
"84#48#6_9","SeuratProject",624,36,"pbs","AR015","P5"
"84#67#5_9","SeuratProject",3487,39,"pbs","AR015","P5"
"84#71#96_9","SeuratProject",326,30,"pbs","AR015","P5"
"84#75#16_9","SeuratProject",490,31,"pbs","AR015","P5"
"85#20#26_9","SeuratProject",124,20,"pbs","AR015","P5"
"85#20#36_9","SeuratProject",2898,40,"pbs","AR015","P5"
"85#36#43_9","SeuratProject",895,35,"pbs","AR015","P5"
"85#36#93_9","SeuratProject",1219,36,"pbs","AR015","P5"
"85#58#18_9","SeuratProject",407,33,"pbs","AR015","P5"
"85#67#88_9","SeuratProject",275,29,"pbs","AR015","P5"
"85#77#75_9","SeuratProject",347,29,"pbs","AR015","P5"
"85#8#8_9","SeuratProject",240,27,"pbs","AR015","P5"
"86#12#42_9","SeuratProject",402,30,"pbs","AR015","P5"
"86#19#13_9","SeuratProject",1970,35,"pbs","AR015","P5"
"86#36#13_9","SeuratProject",408,31,"pbs","AR015","P5"
"86#45#82_9","SeuratProject",172,25,"pbs","AR015","P5"
"86#76#71_9","SeuratProject",611,34,"pbs","AR015","P5"
"86#79#27_9","SeuratProject",577,33,"pbs","AR015","P5"
"86#79#91_9","SeuratProject",1459,34,"pbs","AR015","P5"
"86#8#63_9","SeuratProject",276,26,"pbs","AR015","P5"
"86#8#70_9","SeuratProject",638,29,"pbs","AR015","P5"
"86#80#18_9","SeuratProject",526,30,"pbs","AR015","P5"
"86#81#73_9","SeuratProject",592,33,"pbs","AR015","P5"
"87#12#45_9","SeuratProject",206,26,"pbs","AR015","P5"
"87#20#4_9","SeuratProject",809,35,"pbs","AR015","P5"
"87#42#82_9","SeuratProject",282,29,"pbs","AR015","P5"
"87#60#43_9","SeuratProject",121,18,"pbs","AR015","P5"
"87#63#50_9","SeuratProject",843,38,"pbs","AR015","P5"
"87#66#6_9","SeuratProject",666,35,"pbs","AR015","P5"
"87#75#89_9","SeuratProject",1053,35,"pbs","AR015","P5"
"88#1#66_9","SeuratProject",1069,35,"pbs","AR015","P5"
"88#44#57_9","SeuratProject",429,30,"pbs","AR015","P5"
"88#5#1_9","SeuratProject",290,32,"pbs","AR015","P5"
"88#65#24_9","SeuratProject",124,27,"pbs","AR015","P5"
"88#65#41_9","SeuratProject",450,35,"pbs","AR015","P5"
"88#66#27_9","SeuratProject",194,25,"pbs","AR015","P5"
"88#77#73_9","SeuratProject",1087,34,"pbs","AR015","P5"
"88#87#51_9","SeuratProject",245,28,"pbs","AR015","P5"
"88#95#5_9","SeuratProject",1333,36,"pbs","AR015","P5"
"88#96#38_9","SeuratProject",328,28,"pbs","AR015","P5"
"89#1#44_9","SeuratProject",954,32,"pbs","AR015","P5"
"89#11#31_9","SeuratProject",1483,37,"pbs","AR015","P5"
"89#19#25_9","SeuratProject",790,35,"pbs","AR015","P5"
"89#2#20_9","SeuratProject",409,33,"pbs","AR015","P5"
"89#24#42_9","SeuratProject",1360,34,"pbs","AR015","P5"
"89#32#80_9","SeuratProject",71,18,"pbs","AR015","P5"
"89#46#68_9","SeuratProject",193,21,"pbs","AR015","P5"
"89#60#82_9","SeuratProject",1137,40,"pbs","AR015","P5"
"89#89#64_9","SeuratProject",284,32,"pbs","AR015","P5"
"89#92#2_9","SeuratProject",212,26,"pbs","AR015","P5"
"89#94#32_9","SeuratProject",1074,38,"pbs","AR015","P5"
"9#15#25_9","SeuratProject",213,32,"pbs","AR015","P5"
"9#29#63_9","SeuratProject",570,35,"pbs","AR015","P5"
"9#3#43_9","SeuratProject",317,29,"pbs","AR015","P5"
"9#33#44_9","SeuratProject",473,35,"pbs","AR015","P5"
"9#4#52_9","SeuratProject",135,23,"pbs","AR015","P5"
"9#44#16_9","SeuratProject",808,35,"pbs","AR015","P5"
"9#44#7_9","SeuratProject",299,31,"pbs","AR015","P5"
"9#5#15_9","SeuratProject",900,37,"pbs","AR015","P5"
"9#57#8_9","SeuratProject",170,27,"pbs","AR015","P5"
"9#70#5_9","SeuratProject",2202,37,"pbs","AR015","P5"
"9#77#66_9","SeuratProject",350,30,"pbs","AR015","P5"
"9#82#67_9","SeuratProject",750,33,"pbs","AR015","P5"
"9#85#16_9","SeuratProject",375,31,"pbs","AR015","P5"
"9#96#49_9","SeuratProject",475,30,"pbs","AR015","P5"
"90#15#38_9","SeuratProject",603,38,"pbs","AR015","P5"
"90#18#35_9","SeuratProject",1151,36,"pbs","AR015","P5"
"90#23#28_9","SeuratProject",737,33,"pbs","AR015","P5"
"90#23#85_9","SeuratProject",861,37,"pbs","AR015","P5"
"90#46#73_9","SeuratProject",483,35,"pbs","AR015","P5"
"90#6#13_9","SeuratProject",2717,39,"pbs","AR015","P5"
"90#65#13_9","SeuratProject",178,24,"pbs","AR015","P5"
"90#72#13_9","SeuratProject",247,27,"pbs","AR015","P5"
"90#78#20_9","SeuratProject",497,35,"pbs","AR015","P5"
"90#9#65_9","SeuratProject",631,35,"pbs","AR015","P5"
"90#94#13_9","SeuratProject",289,28,"pbs","AR015","P5"
"91#17#44_9","SeuratProject",155,25,"pbs","AR015","P5"
"91#19#54_9","SeuratProject",655,33,"pbs","AR015","P5"
"91#20#54_9","SeuratProject",444,35,"pbs","AR015","P5"
"91#35#3_9","SeuratProject",356,28,"pbs","AR015","P5"
"91#65#72_9","SeuratProject",171,27,"pbs","AR015","P5"
"91#67#58_9","SeuratProject",720,32,"pbs","AR015","P5"
"91#85#21_9","SeuratProject",814,34,"pbs","AR015","P5"
"92#10#50_9","SeuratProject",1395,34,"pbs","AR015","P5"
"92#26#34_9","SeuratProject",54,16,"pbs","AR015","P5"
"92#28#11_9","SeuratProject",336,29,"pbs","AR015","P5"
"92#32#72_9","SeuratProject",150,23,"pbs","AR015","P5"
"92#33#4_9","SeuratProject",482,28,"pbs","AR015","P5"
"92#38#80_9","SeuratProject",387,34,"pbs","AR015","P5"
"92#43#37_9","SeuratProject",258,24,"pbs","AR015","P5"
"92#49#8_9","SeuratProject",368,33,"pbs","AR015","P5"
"92#55#43_9","SeuratProject",293,30,"pbs","AR015","P5"
"92#64#37_9","SeuratProject",376,29,"pbs","AR015","P5"
"92#69#91_9","SeuratProject",521,33,"pbs","AR015","P5"
"92#7#15_9","SeuratProject",376,33,"pbs","AR015","P5"
"92#79#17_9","SeuratProject",1146,35,"pbs","AR015","P5"
"92#87#67_9","SeuratProject",349,28,"pbs","AR015","P5"
"92#92#66_9","SeuratProject",338,27,"pbs","AR015","P5"
"93#2#60_9","SeuratProject",167,22,"pbs","AR015","P5"
"93#24#11_9","SeuratProject",782,33,"pbs","AR015","P5"
"93#27#78_9","SeuratProject",950,36,"pbs","AR015","P5"
"93#35#47_9","SeuratProject",342,30,"pbs","AR015","P5"
"93#42#63_9","SeuratProject",762,36,"pbs","AR015","P5"
"93#55#28_9","SeuratProject",178,24,"pbs","AR015","P5"
"94#26#64_9","SeuratProject",681,31,"pbs","AR015","P5"
"94#28#23_9","SeuratProject",1165,39,"pbs","AR015","P5"
"94#3#78_9","SeuratProject",383,32,"pbs","AR015","P5"
"94#38#6_9","SeuratProject",530,35,"pbs","AR015","P5"
"94#4#91_9","SeuratProject",203,24,"pbs","AR015","P5"
"94#6#47_9","SeuratProject",217,24,"pbs","AR015","P5"
"95#13#55_9","SeuratProject",513,30,"pbs","AR015","P5"
"95#18#6_9","SeuratProject",787,30,"pbs","AR015","P5"
"95#20#24_9","SeuratProject",1536,37,"pbs","AR015","P5"
"95#38#8_9","SeuratProject",593,30,"pbs","AR015","P5"
"95#43#51_9","SeuratProject",1357,36,"pbs","AR015","P5"
"95#48#33_9","SeuratProject",646,33,"pbs","AR015","P5"
"95#55#50_9","SeuratProject",1605,41,"pbs","AR015","P5"
"95#6#6_9","SeuratProject",403,32,"pbs","AR015","P5"
"95#63#48_9","SeuratProject",189,24,"pbs","AR015","P5"
"95#68#53_9","SeuratProject",694,39,"pbs","AR015","P5"
"95#83#70_9","SeuratProject",2382,39,"pbs","AR015","P5"
"96#14#4_9","SeuratProject",351,26,"pbs","AR015","P5"
"96#19#65_9","SeuratProject",351,30,"pbs","AR015","P5"
"96#31#75_9","SeuratProject",846,37,"pbs","AR015","P5"
"96#35#37_9","SeuratProject",1313,36,"pbs","AR015","P5"
"96#39#73_9","SeuratProject",244,30,"pbs","AR015","P5"
"96#41#45_9","SeuratProject",219,24,"pbs","AR015","P5"
"96#44#36_9","SeuratProject",367,27,"pbs","AR015","P5"
"96#52#60_9","SeuratProject",238,29,"pbs","AR015","P5"
"96#64#22_9","SeuratProject",166,23,"pbs","AR015","P5"
"96#65#17_9","SeuratProject",1065,34,"pbs","AR015","P5"
"96#96#51_9","SeuratProject",318,28,"pbs","AR015","P5"
"1#10#25_10","SeuratProject",908,33,"il1","AR002","P1"
"1#11#23_10","SeuratProject",406,31,"il1","AR002","P1"
"1#14#68_10","SeuratProject",178,21,"il1","AR002","P1"
"1#18#54_10","SeuratProject",393,32,"il1","AR002","P1"
"1#20#90_10","SeuratProject",73,18,"il1","AR002","P1"
"1#24#58_10","SeuratProject",195,26,"il1","AR002","P1"
"1#26#16_10","SeuratProject",644,35,"il1","AR002","P1"
"1#39#62_10","SeuratProject",288,29,"il1","AR002","P1"
"1#41#39_10","SeuratProject",1880,35,"il1","AR002","P1"
"1#59#18_10","SeuratProject",904,35,"il1","AR002","P1"
"1#64#47_10","SeuratProject",908,30,"il1","AR002","P1"
"1#76#49_10","SeuratProject",692,36,"il1","AR002","P1"
"1#8#70_10","SeuratProject",750,34,"il1","AR002","P1"
"1#80#12_10","SeuratProject",1256,36,"il1","AR002","P1"
"1#94#67_10","SeuratProject",446,28,"il1","AR002","P1"
"1#95#2_10","SeuratProject",411,29,"il1","AR002","P1"
"1#96#36_10","SeuratProject",521,29,"il1","AR002","P1"
"10#10#15_10","SeuratProject",1620,35,"il1","AR002","P1"
"10#13#56_10","SeuratProject",693,35,"il1","AR002","P1"
"10#28#71_10","SeuratProject",397,31,"il1","AR002","P1"
"10#31#71_10","SeuratProject",339,28,"il1","AR002","P1"
"10#35#27_10","SeuratProject",449,30,"il1","AR002","P1"
"10#43#11_10","SeuratProject",1093,32,"il1","AR002","P1"
"10#52#35_10","SeuratProject",899,34,"il1","AR002","P1"
"10#65#67_10","SeuratProject",1712,36,"il1","AR002","P1"
"10#69#17_10","SeuratProject",812,33,"il1","AR002","P1"
"10#7#28_10","SeuratProject",133,23,"il1","AR002","P1"
"10#78#57_10","SeuratProject",345,23,"il1","AR002","P1"
"10#88#27_10","SeuratProject",157,23,"il1","AR002","P1"
"11#26#9_10","SeuratProject",987,33,"il1","AR002","P1"
"11#29#33_10","SeuratProject",477,28,"il1","AR002","P1"
"11#30#10_10","SeuratProject",147,29,"il1","AR002","P1"
"11#37#18_10","SeuratProject",176,23,"il1","AR002","P1"
"11#41#32_10","SeuratProject",1697,36,"il1","AR002","P1"
"11#46#33_10","SeuratProject",262,31,"il1","AR002","P1"
"11#46#70_10","SeuratProject",82,6,"il1","AR002","P1"
"11#50#58_10","SeuratProject",509,34,"il1","AR002","P1"
"11#55#32_10","SeuratProject",882,32,"il1","AR002","P1"
"11#77#33_10","SeuratProject",424,32,"il1","AR002","P1"
"12#14#59_10","SeuratProject",1386,35,"il1","AR002","P1"
"12#26#50_10","SeuratProject",571,31,"il1","AR002","P1"
"12#49#21_10","SeuratProject",358,31,"il1","AR002","P1"
"12#72#71_10","SeuratProject",266,26,"il1","AR002","P1"
"13#1#64_10","SeuratProject",464,32,"il1","AR002","P1"
"13#15#63_10","SeuratProject",216,22,"il1","AR002","P1"
"13#16#82_10","SeuratProject",1417,36,"il1","AR002","P1"
"13#23#10_10","SeuratProject",91,16,"il1","AR002","P1"
"13#25#22_10","SeuratProject",134,24,"il1","AR002","P1"
"13#36#57_10","SeuratProject",361,31,"il1","AR002","P1"
"13#44#47_10","SeuratProject",504,30,"il1","AR002","P1"
"13#45#77_10","SeuratProject",118,23,"il1","AR002","P1"
"13#48#19_10","SeuratProject",1649,33,"il1","AR002","P1"
"13#6#12_10","SeuratProject",653,31,"il1","AR002","P1"
"13#78#66_10","SeuratProject",1123,36,"il1","AR002","P1"
"13#81#4_10","SeuratProject",134,21,"il1","AR002","P1"
"13#83#62_10","SeuratProject",588,28,"il1","AR002","P1"
"13#85#38_10","SeuratProject",406,30,"il1","AR002","P1"
